Categories,Title,Snippet
Music, Vijay Iyer: Ritual Ensemble review – thrilling curveballs from Harvard's best,Vijay Iyer introduced the Ritual Ensemble’s concert in his Wigmore Hall composer-in-residence series by observing: “We all have an affiliation with Ha …
Politics, Black MPs tell of being confused with other politicians,Two black female MPs have told of how they have been mistaken for other politicians and for parliamentary staff members in their first few weeks worki …
Politics, Labour leadership rivals back '10 pledges' to tackle antisemitism,Labour’s leader and deputy leadership contenders have demonstrated their commitment to tackling antisemitism in the party by backing a series of pledg …
Politics, Labour leadership hopefuls make final pitches for support,Summary: Labour MPs hoping to take over the party leadership will make their final behind-the-scenes pitches to colleagues for their support ahead of nominatio …
Sport, Exeter carry the English standard but French clubs look a real force,"At first glance this year’s European Champions Cup is not noticeably awash with suspense, with four of the five pool winners plus Clermont Auvergne co …"
Sport, IOC’s oppressive podium rules ignore history of legitimate Olympic protest,"Some called him the Antelope. Others the King of Spring. But, above all, Peter O’Connor was a revolutionary. These days the exploits of the Irishman h …"
Music, Day6 review – powerpop and positive energy from frenetic k-rockers,"Summary: Sympathy is extended to Day6 fans who arrive too late to bag a spot at the front of the queue. By 7am on Sunday, 100 determined MyDays – the collectiv …"
Politics, EU trade chief foresees 'financial services for fishing' Brexit bargain,The EU’s trade commissioner has suggested there could be a last-minute trade-off with Brussels offering the City of London access to European markets …
Politics, Five make it through to next round of Labour leadership contest,"Five candidates have made it through to the next round of the Labour leadership contest – Keir Starmer, Rebecca Long-Bailey, Lisa Nandy, Jess Phillips …"
Music, La Bohème review – exuberant and persuasive revival performed with elan,There are Puccini operas that some of us might not miss never seeing again. But La Bohème is incontrovertibly not one of them. One takes a seat for La …
Politics, Share your thoughts on the Labour leadership election,"The candidates for the Labour leadership election have been finalised. Keir Starmer, Rebecca Long-Bailey, Lisa Nandy, Jess Phillips and Emily Thornber …"
Politics, Lisa Nandy tells Labour: be brave and choose me as leader,"Lisa Nandy has claimed voters in the general election found the prospect of a Labour government under Jeremy Corbyn “frightening”, and said the party …"
Sport, Louis Rees-Zammit signs up to new long-term contract with Gloucester,"Gloucester have moved to secure the future of their 18-year-old wing Louis Rees-Zammit, who is expected to be named in Wales’s squad for the Six Natio …"
Politics, Clive Smee obituary,"Summary: In 1985 Clive Smee, who had recently been appointed chief economic adviser to the Department of Health and Social Security, commissioned two studies. …"
Politics," Nigel Farage 'will not take a penny' of £153,000 MEP golden goodbye","Summary: Nigel Farage “will not take a penny” of the £153,000 windfall he could claim for his 20-year stint as a member of the European parliament, his spokesm …"
Politics, What are the priorities for Northern Ireland's restored executive?,"The Northern Ireland secretary, Julian Smith, has pledged major investment to alleviate problems in the region’s struggling public services as part of …"
Politics, Nicky Morgan's journey of forgetfulness leads her to seat in Lords,"The merest flicker of concern passed across Black Rod’s face. Nicky Morgan had forgotten so much in recent months, it was entirely possible she might …"
Sport," I’m a forwards coach, mate: Proudfoot cut from same cloth as Eddie Jones","There was a moment during last year’s World Cup when Matt Proudfoot, who on Monday was appointed England’s forwards coach, sounded just like his new b …"
Sport," Four decades, 73 singles titles: Serena Williams’s epic journey","1990s When Venus Williams burst into the world of tennis by reaching the 1997 US Open final, nobody had a better seat on Arthur Ashe Arena than her yo …"
Sport," Woakes, Archer and Wood bowl off for spot in Test team, says Collingwood",Three pacemen and one place: that is England’s dilemma here. Someone has to replace Jimmy Anderson in the team and the only way the three candidates – …
Politics, Fox urges Johnson to merge Foreign Office and aid department,"Boris Johnson must “slaughter sacred cows” by merging the Foreign Office (FCO) and Department of International Development (DfID), the former internat …"
Sport, Siya Kolisi’s inspiring example wins deserved acclaim from rugby scribes,In central London on Monday night the assembled cast of almost 500 guests was a typically eclectic one. It always is at the annual Rugby Union Writers …
Sport, Smoke plays havoc as Australian Open qualifier suffers coughing fit,The safety of players at this year’s Australian Open has been brought into sharp focus after a day of poor air quality in Melbourne forced the abandon …
Music, James Blunt: how we made You're Beautiful,"Summary: James Blunt, singer-songwriter I’d been telling my mates that I was going to be a professional musician since I was 14. When I was a captain in the Br …"
Politics, Brexit weekly briefing: UK and EU all smiles but faultlines obvious,"Welcome to the Guardian’s weekly Brexit briefing, which, after more than three and a half years and nearly 170 instalments, will be landing in your in …"
Music, How Alan Partridge helped Come Out Ye Black and Tans top the charts,"In the streaming age, the first singles charts of the new year are reliably predictable. Out goes the Christmas music; back in flood the familiar face …"
Politics, Boris Johnson's BBC Breakfast interview: the main points,Boris Johnson has given his first broadcast interview since the general election to BBC Breakfast. Here are the main themes of his interview with Dan …
